row_id,team1_name,team2_name,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value,Explanation 4 Strength,Explanation 4 Feature,Explanation 4 Value,Explanation 5 Strength,Explanation 5 Feature,Explanation 5 Value,Explanation 6 Strength,Explanation 6 Feature,Explanation 6 Value,Explanation 7 Strength,Explanation 7 Feature,Explanation 7 Value,Explanation 8 Strength,Explanation 8 Feature,Explanation 8 Value,Explanation 9 Strength,Explanation 9 Feature,Explanation 9 Value,Explanation 10 Strength,Explanation 10 Feature,Explanation 10 Value
1844,Norfolk State,Notre Dame,0.24885542690753937,0,++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'6.5833330000000005',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[free_throw_pct] (6 weeks avg),'73.11667',++,team2[defensive_rebounds] (6 weeks avg),'28.58333',++,team2[free_throw_pct] (6 weeks min),'50.0',--,team2[turnovers] (6 weeks avg),'10.25',++,team2[three_point_pct] (6 weeks avg),'37.4',+,team1[free_throw_pct] (6 weeks avg),'67.51818'
1845,Norfolk State,Ohio State,0.2559954822063446,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'19.90909',--,team2[team_conf] (6 weeks latest),'Big 10',++,team2[three_point_pct] (6 weeks avg),'38.35',--,team1[team_conf] (6 weeks latest),'MEAC',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[team_margin] (6 weeks avg),'2.416667',--,team1_location,'N',++,team1[opponent_score] (6 weeks min),'46.0',+,team1[win] (6 weeks avg),'0.8181818000000001'
1846,Norfolk State,Providence,0.2408902794122696,0,++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'11.0',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_conf] (6 weeks latest),'Big East',--,team2[team_margin] (6 weeks avg),'2.5',++,team1[opponent_score] (6 weeks min),'46.0',--,team1[opponent_id] (6 weeks skewness),'-2.630415',--,team1[turnovers] (6 weeks avg),'14.72727',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1_location,'N'
1847,Norfolk State,Purdue,0.1633148342370987,0,---,team2[team_AP_rank] (6 weeks avg),'5.692308000000001',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_margin] (6 weeks avg),'2.461538',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team2[three_point_pct] (6 weeks avg),'33.54615',--,team1[opponent_score] (6 weeks kurtosis),'1.2108459999999999',--,team2[opponent_id] (6 weeks skewness),'3.082415',+,team1[blocks] (6 weeks avg),'4.909091'
1848,Norfolk State,Richmond,0.42864304780960083,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',---,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_margin] (6 weeks avg),'3.5',--,team2[team_conf] (6 weeks latest),'A-10',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team1[blocks] (6 weeks avg),'4.909091',-,team2[opponent_score] (6 weeks median),'63.5',+,team1[win] (6 weeks avg),'0.8181818000000001',-,team2[win] (6 weeks avg),'0.7142857',+,team2[team_AP_rank] (6 weeks avg),MISSING
1849,Norfolk State,Rutgers,0.3036741316318512,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[opponent_AP_rank] (6 weeks avg),'13.85714',--,team2[defensive_rebounds] (6 weeks avg),'23.27273',++,team2[three_point_pct] (6 weeks avg),'34.10909',--,team2[free_throw_pct] (6 weeks avg),'71.54545',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[team_margin] (6 weeks avg),'0.8181818000000001',--,team1[defensive_rebounds] (6 weeks avg),'27.818179999999998'
1850,Norfolk State,South Dakota State,0.33541417121887207,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',---,team2[team_margin] (6 weeks avg),'14.5',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_score] (6 weeks avg),'84.72726999999999',--,team2[field_goals_made] (6 weeks avg),'30.636359999999996',++,team2[team_conf] (6 weeks latest),'Summit',++,team1_location,'N',++,team1[win] (6 weeks avg),'0.8181818000000001',--,team2[turnovers] (6 weeks avg),'8.909091',+,team1[blocks] (6 weeks avg),'4.909091'
1851,Norfolk State,San Diego State,0.2627401351928711,0,---,team1[team_conf] (6 weeks latest),'MEAC',+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_margin] (6 weeks avg),'7.153846000000001',--,team2[opponent_score] (6 weeks median),'58.0',++,team2[three_point_pct] (6 weeks avg),'40.07333',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[defensive_rebounds] (6 weeks avg),'24.4',--,team2[team_conf] (6 weeks latest),'MWC',--,team2[defensive_rebounds] (6 weeks skewness),'0.6182156999999999',+,team1[win] (6 weeks avg),'0.8181818000000001'
1852,Norfolk State,San Francisco,0.3772111237049103,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',---,team2[team_margin] (6 weeks avg),'9.636364',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_score] (6 weeks avg),'78.09091',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[opponent_AP_rank] (6 weeks avg),'1.0',++,team1[blocks] (6 weeks avg),'4.909091',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team2[three_point_pct] (6 weeks avg),'35.227270000000004',+,team1[opponent_score] (6 weeks min),'46.0'
1853,Norfolk State,Seton Hall,0.3106466233730316,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',++,team2[three_point_pct] (6 weeks avg),'36.88333',--,team2[team_conf] (6 weeks latest),'Big East',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_margin] (6 weeks avg),'3.75',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team1[win] (6 weeks avg),'0.8181818000000001',--,team2[opponent_score] (6 weeks median),'63.5',--,team2[blocks] (6 weeks avg),'5.25',--,team1[defensive_rebounds] (6 weeks avg),'27.818179999999998'
1854,Norfolk State,Saint Mary's,0.3143235146999359,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'20.85714',--,team2[team_margin] (6 weeks avg),'5.818182',--,team2[free_throw_pct] (6 weeks avg),'83.36364',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1[team_conf] (6 weeks latest),'MEAC',--,team1[opponent_id] (6 weeks skewness),'-2.630415',--,team1[defensive_rebounds] (6 weeks avg),'27.818179999999998',++,team2[three_point_pct] (6 weeks avg),'36.381820000000005',+,team1[win] (6 weeks avg),'0.8181818000000001'
1855,Norfolk State,Saint Peter's,0.410580575466156,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_margin] (6 weeks avg),'8.153846000000001',--,team1[team_conf] (6 weeks latest),'MEAC',++,team2[team_conf] (6 weeks latest),'MAAC',--,team2[opponent_score] (6 weeks median),'58.0',--,team2[opponent_score] (6 weeks min),'36.0',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[blocks] (6 weeks avg),'6.461538',+,team2[three_point_pct] (6 weeks avg),'36.51538',-,team1[defensive_rebounds] (6 weeks avg),'27.818179999999998'
1856,Norfolk State,Texas A&M-CC,0.6364942789077759,1,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',+++,team2[team_conf] (6 weeks latest),'Southland',--,team2[offensive_rebounds] (6 weeks avg),'14.0',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team1[blocks] (6 weeks avg),'4.909091',--,team1[team_conf] (6 weeks latest),'MEAC',++,team2[three_point_pct] (6 weeks avg),'32.90833',-,team2[team_margin] (6 weeks avg),'1.833333',-,team1_location,'N'
1857,Norfolk State,TCU,0.46312955021858215,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[opponent_AP_rank] (6 weeks avg),'10.625',--,team2[team_conf] (6 weeks latest),'Big 12',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team2[three_point_pct] (6 weeks avg),'30.942859999999996',++,team1[opponent_score] (6 weeks min),'46.0',--,team1_location,'N',++,team2[team_margin] (6 weeks avg),'-2.071429',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team2[free_throw_pct] (6 weeks min),'47.6'
1858,Norfolk State,Tennessee,0.14264442026615143,0,--,team2[team_margin] (6 weeks avg),'9.615385',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'15.46154',--,team2[opponent_id] (6 weeks skewness),'3.0010310000000002',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1[team_conf] (6 weeks latest),'MEAC',--,team1[opponent_score] (6 weeks kurtosis),'1.2108459999999999',++,team2[three_point_pct] (6 weeks avg),'41.776920000000004',-,team2[team_conf] (6 weeks latest),'SEC',-,team1[opponent_id] (6 weeks skewness),'-2.630415'
1859,Norfolk State,Texas,0.3086353540420532,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'20.90909',--,team1_location,'N',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[team_conf] (6 weeks latest),'Big 12',--,team1[turnovers] (6 weeks avg),'14.72727',++,team1[opponent_score] (6 weeks min),'46.0',++,team2[free_throw_pct] (6 weeks avg),'70.61818000000001',-,team2[opponent_AP_rank] (6 weeks avg),'10.28571',+,team2[three_point_pct] (6 weeks avg),'30.2'
1860,Norfolk State,Texas Tech,0.2514561116695404,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'11.69231',--,team2[team_margin] (6 weeks avg),'6.307691999999999',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[team_conf] (6 weeks latest),'Big 12',--,team1_location,'N',++,team2[three_point_pct] (6 weeks avg),'30.73077',+,team1[opponent_score] (6 weeks min),'46.0',-,team1[opponent_id] (6 weeks skewness),'-2.630415',+,team2[team_score] (6 weeks max),'83.0'
1861,Norfolk State,Texas Southern,0.6254121661186218,1,+++,team2[team_conf] (6 weeks latest),'SWAC',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_margin] (6 weeks avg),'7.4166669999999995',--,team1[team_conf] (6 weeks latest),'MEAC',++,team2[defensive_rebounds] (6 weeks avg),'28.33333',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team1[free_throw_pct] (6 weeks avg),'67.51818',+,team1[opponent_score] (6 weeks min),'46.0',-,team2[blocks] (6 weeks avg),'5.9166669999999995',-,team2[opponent_score] (6 weeks median),'64.0'
1862,Norfolk State,UAB,0.28593185544013977,0,---,team2[team_margin] (6 weeks avg),'10.41667',+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_score] (6 weeks avg),'80.91667',++,team2[three_point_pct] (6 weeks avg),'39.025',--,team2[field_goals_made] (6 weeks avg),'28.75',+,team1[free_throw_pct] (6 weeks avg),'67.51818',+,team1[win] (6 weeks avg),'0.8181818000000001',+,team1[blocks] (6 weeks avg),'4.909091',-,team2[steals] (6 weeks avg),'7.9166669999999995'
1863,Norfolk State,UCLA,0.16652248799800873,0,--,team2[team_margin] (6 weeks avg),'8.357142999999999',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_AP_rank] (6 weeks avg),'11.78571',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1[opponent_id] (6 weeks skewness),'-2.630415',--,team2[opponent_id] (6 weeks skewness),'3.149035',--,team2[turnovers] (6 weeks avg),'8.571429',+,team2[three_point_pct] (6 weeks avg),'35.06429',-,team1[opponent_score] (6 weeks kurtosis),'1.2108459999999999'
1864,Norfolk State,USC,0.3093394339084625,0,--,team1[team_conf] (6 weeks latest),'MEAC',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_AP_rank] (6 weeks avg),'18.25',++,team2[three_point_pct] (6 weeks avg),'36.53333',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team1[opponent_score] (6 weeks min),'46.0',--,team2[team_conf] (6 weeks latest),'Pac 12',++,team2[team_margin] (6 weeks avg),'-1.0',+,team1[blocks] (6 weeks avg),'4.909091',+,team2[defensive_rebounds] (6 weeks avg),'26.75'
1865,Norfolk State,Vermont,0.4089297354221344,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_margin] (6 weeks avg),'20.28571',++,team2[team_conf] (6 weeks latest),'Am. East',--,team2[opponent_score] (6 weeks median),'59.0',++,team1[team_score] (6 weeks avg),'73.45455',--,team1[team_conf] (6 weeks latest),'MEAC',++,team2[three_point_pct] (6 weeks avg),'38.67143',++,team2[defensive_rebounds] (6 weeks avg),'28.64286',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team1[opponent_score] (6 weeks min),'46.0'
1866,Norfolk State,Villanova,0.1684698909521103,0,---,team2[team_AP_rank] (6 weeks avg),'10.66667',++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'Big East',--,team2[team_margin] (6 weeks avg),'4.5833330000000005',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[free_throw_pct] (6 weeks avg),'82.01666999999999',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1_location,'N',-,team1[opponent_id] (6 weeks skewness),'-2.630415',-,team2[defensive_rebounds] (6 weeks avg),'24.33333'
1867,Norfolk State,Virginia Tech,0.18688081204891205,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'9.214286',--,team1[team_conf] (6 weeks latest),'MEAC',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1[opponent_score] (6 weeks kurtosis),'1.2108459999999999',--,team2[turnovers] (6 weeks avg),'10.5',-,team2[defensive_rebounds] (6 weeks avg),'24.28571',-,team1[three_point_pct] (6 weeks avg),'34.2',+,team2[free_throw_pct] (6 weeks min),'50.0'
1868,Norfolk State,Wisconsin,0.23761650919914246,0,---,team2[team_AP_rank] (6 weeks avg),'12.54545',++,team1[team_margin] (6 weeks avg),'10.272730000000001',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team2[team_conf] (6 weeks latest),'Big 10',--,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_margin] (6 weeks avg),'0.9090908999999999',-,team2[free_throw_pct] (6 weeks min),'50.0',-,team1[opponent_id] (6 weeks skewness),'-2.630415',-,team1[opponent_score] (6 weeks kurtosis),'1.2108459999999999',-,team1_location,'N'
1869,Norfolk State,Wright State,0.4612489938735962,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',+++,team2[team_conf] (6 weeks latest),'Horizon',--,team2[team_margin] (6 weeks avg),'8.5',--,team2[opponent_score] (6 weeks median),'65.5',--,team1[team_conf] (6 weeks latest),'MEAC',++,team2[three_point_pct] (6 weeks avg),'37.01667',++,team1[win] (6 weeks avg),'0.8181818000000001',+,team2[free_throw_pct] (6 weeks min),'63.2',-,team1_location,'N',-,team2[team_score] (6 weeks avg),'75.75'
1870,Norfolk State,Wyoming,0.3664044141769409,0,---,team2[team_AP_rank] (6 weeks avg),'22.0',--,team1[team_conf] (6 weeks latest),'MEAC',++,team1[team_margin] (6 weeks avg),'10.272730000000001',++,team2[defensive_rebounds] (6 weeks avg),'27.57143',--,team2[team_margin] (6 weeks avg),'0.6923077',++,team1[free_throw_pct] (6 weeks avg),'67.51818',--,team1[turnovers] (6 weeks avg),'14.72727',-,team2[opponent_score] (6 weeks median),'65.0',+,team1[blocks] (6 weeks avg),'4.909091',-,team1[opponent_id] (6 weeks skewness),'-2.630415'
1871,Norfolk State,Yale,0.44640761613845825,0,+++,team1[team_margin] (6 weeks avg),'10.272730000000001',---,team1[team_conf] (6 weeks latest),'MEAC',--,team2[team_margin] (6 weeks avg),'4.818182',--,team2[opponent_score] (6 weeks median),'64.0',++,team1[win] (6 weeks avg),'0.8181818000000001',++,team1[free_throw_pct] (6 weeks avg),'67.51818',++,team2[three_point_pct] (6 weeks avg),'31.95455',-,team2[win] (6 weeks avg),'0.8181818000000001',-,team2[free_throw_pct] (6 weeks avg),'74.65455',+,team1[blocks] (6 weeks avg),'4.909091'
1872,North Carolina,Notre Dame,0.5927441716194153,1,++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'6.5833330000000005',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[opponent_id] (6 weeks skewness),'2.960369',++,team1[opponent_score] (6 weeks min),'43.0',++,team2[three_point_pct] (6 weeks avg),'37.4',++,team1[team_AP_rank] (6 weeks avg),'25.0',--,team1[three_point_pct] (6 weeks avg),'33.04167',-,team2[field_goals_made] (6 weeks avg),'26.75'
1873,North Carolina,Ohio State,0.5929673910140991,1,++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_AP_rank] (6 weeks avg),'19.90909',++,team1[team_margin] (6 weeks avg),'4.5',++,team1[free_throw_pct] (6 weeks avg),'79.35',--,team2[team_margin] (6 weeks avg),'2.416667',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team2[three_point_pct] (6 weeks avg),'38.35',--,team2[turnovers] (6 weeks avg),'9.916667',++,team1[opponent_score] (6 weeks min),'43.0'
1874,North Carolina,Providence,0.6963034868240356,1,++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'Big East',++,team1[team_margin] (6 weeks avg),'4.5',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team1[opponent_score] (6 weeks min),'43.0',--,team2[team_margin] (6 weeks avg),'2.5',++,team1[free_throw_pct] (6 weeks avg),'79.35',--,team2[team_AP_rank] (6 weeks avg),'11.0',++,team2[opponent_score] (6 weeks median),'74.5',++,team2[three_point_pct] (6 weeks avg),'34.88'
1875,North Carolina,Purdue,0.47639894485473633,0,---,team2[team_AP_rank] (6 weeks avg),'5.692308000000001',++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[team_margin] (6 weeks avg),'2.461538',++,team1[opponent_score] (6 weeks min),'43.0',++,team1[team_AP_rank] (6 weeks avg),'25.0',--,team2[opponent_AP_rank] (6 weeks avg),'15.666670000000002',++,team1[assists] (6 weeks avg),'15.666670000000002',+,team2[three_point_pct] (6 weeks avg),'33.54615'
1876,North Carolina,Richmond,0.7835254073143005,1,+++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'4.5',++,team1[team_AP_rank] (6 weeks avg),'25.0',--,team2[team_margin] (6 weeks avg),'3.5',++,team1[opponent_score] (6 weeks min),'43.0',++,team1[free_throw_pct] (6 weeks avg),'79.35',--,team2[turnovers] (6 weeks avg),'10.0',++,team1_location,'N',--,team2[opponent_score] (6 weeks median),'63.5',+,team1[win] (6 weeks avg),'0.75'
1877,North Carolina,Rutgers,0.6666395664215088,1,+++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'4.5',++,team1[team_AP_rank] (6 weeks avg),'25.0',--,team2[team_margin] (6 weeks avg),'0.8181818000000001',++,team1[opponent_score] (6 weeks min),'43.0',++,team1[free_throw_pct] (6 weeks avg),'79.35',--,team1[three_point_pct] (6 weeks avg),'33.04167',++,team2[three_point_pct] (6 weeks avg),'34.10909',++,team1[opponent_AP_rank] (6 weeks avg),'6.5'
1878,North Carolina,South Dakota State,0.6108601689338684,1,--,team2[team_margin] (6 weeks avg),'14.5',++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'4.5',++,team1[team_AP_rank] (6 weeks avg),'25.0',--,team2[team_score] (6 weeks avg),'84.72726999999999',--,team2[field_goals_made] (6 weeks avg),'30.636359999999996',++,team2[three_point_pct] (6 weeks avg),'43.84545',++,team1[opponent_score] (6 weeks min),'43.0',++,team1_location,'N',--,team2[turnovers] (6 weeks avg),'8.909091'
1879,North Carolina,San Diego State,0.6929264068603516,1,+++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[team_margin] (6 weeks avg),'7.153846000000001',++,team1[free_throw_pct] (6 weeks avg),'79.35',--,team2[opponent_score] (6 weeks median),'58.0',++,team2[three_point_pct] (6 weeks avg),'40.07333',++,team1[opponent_score] (6 weeks min),'43.0',--,team2[defensive_rebounds] (6 weeks avg),'24.4',--,team2[opponent_score] (6 weeks min),'44.0'
1880,North Carolina,San Francisco,0.6995086073875427,1,++,team1[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'9.636364',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[team_conf] (6 weeks latest),'WCC',++,team1[opponent_score] (6 weeks min),'43.0',++,team2[three_point_pct] (6 weeks avg),'35.227270000000004',--,team1[three_point_pct] (6 weeks avg),'33.04167',+,team1[opponent_AP_rank] (6 weeks avg),'6.5',+,team1[assists] (6 weeks avg),'15.666670000000002'
1881,North Carolina,Seton Hall,0.6760513782501221,1,++,team1[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'4.5',--,team2[team_conf] (6 weeks latest),'Big East',--,team2[team_margin] (6 weeks avg),'3.75',++,team1[team_AP_rank] (6 weeks avg),'25.0',++,team1[opponent_score] (6 weeks min),'43.0',++,team1[free_throw_pct] (6 weeks avg),'79.35',++,team2[three_point_pct] (6 weeks avg),'36.88333',-,team2[opponent_score] (6 weeks median),'63.5',+,team1[opponent_AP_rank] (6 weeks avg),'6.5'
